F_FacultyID,F_FirstName,F_LastName,F_YearsEmployed,F_DepartmentID,F_Title
4312,Ann,Alston,5,73,Professor
4313,Denise,Davis,40,15,Professor Emeritus
4314,Bill,Hobbs,30,54,Assistant Professor
4315,Tammy,Stern,16,65,Associate Professor
4316,Philip,Kendall,30,52,Associate Professor
4317,Jonathan,Moser,42,21,Adjunct Professor
4318,Judith,Murphy,38,36,Adjunct Professor
4319,Margaret,Mack,9,3,Assistant Professor
4320,Ellen,Howe,43,56,Associate Professor
4321,Beth,Elmore,38,76,Instructor
4322,Vanessa,Roberts,46,23,Associate Professor
4323,Laurie,Harrington,29,28,Instructor
4324,Judy,Waters,31,46,Assistant Professor
4325,Leigh,Berg,36,59,Instructor
4326,Marcia,McKnight,42,69,Assistant Professor
4327,Roberta,Middleton,6,29,Instructor
4328,Christine,Waller,50,74,Associate Professor
4329,Timothy,Hinton,1,12,Adjunct Professor
4330,Joanna,Carr,37,53,Professor
4331,Jeanette,Abbott,49,43,Instructor
4332,Ricky,Cooper,21,61,Instructor
4333,Maria,Woods,43,26,Professor Emeritus
4334,Scott,Page,17,42,Professor Emeritus
4335,Wade,Ramsey,24,33,Adjunct Professor
4336,Francis,Hoffman,21,46,Assistant Professor
4337,John,Watts,45,68,Professor Emeritus
4338,Kevin,Silver,38,70,Instructor
4339,Patricia,Barker,26,3,Assistant Professor
4340,Randy,Dodson,16,57,Professor
4341,Carmen,Lyon,9,74,Adjunct Professor
4342,Hilda,Stephens,4,67,Assistant Professor
4343,Kathryn,Sullivan,26,66,Professor
4344,Brett,Reed,10,31,Adjunct Professor
4345,Sandy,Joyce,18,29,Instructor
4346,Hazel,Gibson,49,36,Associate Professor
4347,Stacey,Braswell,48,59,Instructor
4348,Brad,Wade,12,83,Assistant Professor
4349,Lisa,Covington,41,6,Associate Professor
4350,Sean,Snyder,4,79,Instructor
4351,Douglas,Sellers,20,2,Professor
4352,Victor,Vincent,4,10,Professor Emeritus
4353,Tom,Robertson,28,32,Associate Professor
4354,Greg,Dunn,33,5,Associate Professor
4355,Russell,Rowland,43,26,Adjunct Professor
4356,Marcus,Godfrey,49,15,Professor
4357,Bernice,Cho,30,29,Adjunct Professor
4358,Christina,Whitfield,15,18,Adjunct Professor
4359,Vivian,Cho,40,43,Adjunct Professor
4360,Natalie,Kane,44,54,Instructor
4361,Edward,Huffman,47,78,Assistant Professor
4362,Oscar,McCall,14,80,Professor
4363,Joel,Bradford,9,61,Adjunct Professor
4364,Stacey,Barton,35,38,Assistant Professor
4365,Rhonda,Denton,11,69,Instructor
4366,Ted,Odom,49,22,Professor Emeritus
4367,Sandy,Boyd,24,1,Instructor
4368,Allen,Kaplan,47,43,Instructor
4369,Zachary,Berger,17,75,Professor
4370,Courtney,Boswell,23,50,Assistant Professor
4371,Joanne,Rosen,39,81,Professor
4372,Helen,Song,1,59,Adjunct Professor
4373,Marianne,Siegel,1,81,Associate Professor
4374,Heidi,Davenport,50,73,Professor Emeritus
4375,Jessica,Hunter,2,10,Associate Professor
4376,Jimmy,Boyette,1,47,Professor Emeritus
4377,Christopher,Kumar,11,23,Adjunct Professor
4378,Patrick,Harvey,20,16,Assistant Professor
4379,Wade,Dorsey,6,65,Associate Professor
4380,Vernon,Cooper,37,21,Assistant Professor
4381,Joan,Hernandez,16,52,Instructor
4382,Maria,Wagner,17,79,Assistant Professor
4383,Luis,Boyer,20,16,Associate Professor
4384,Benjamin,Henson,45,67,Associate Professor
4385,Penny,Terry,18,15,Professor Emeritus
4386,Joan,Duffy,23,33,Assistant Professor
4387,Karen,Dunn,28,41,Professor Emeritus
4388,Heather,Warren,43,52,Assistant Professor
4389,Edwin,Carlton,30,52,Assistant Professor
4390,Andrea,Sharp,16,26,Associate Professor
4391,Johnny,Hodge,41,24,Professor
4392,Dianne,Harmon,35,49,Associate Professor
4393,Shelley,Blalock,7,52,Adjunct Professor
4394,Brenda,Fleming,1,13,Associate Professor
4395,Thelma,Johnston,50,36,Professor
4396,Michelle,Warren,35,53,Professor
4397,Maurice,Martin,28,50,Instructor
4398,Debra,Barnett,2,83,Adjunct Professor
4399,Jerome,McNamara,3,52,Instructor
4400,Jeff,Berg,12,1,Assistant Professor
4401,Claire,Deal,25,73,Instructor
4402,Pat,Rose,44,53,Adjunct Professor
4403,Lauren,Wolfe,47,48,Professor
4404,Dianne,O'Connell,2,48,Associate Professor
4405,Diana,Gray,20,40,Professor Emeritus
4406,William,Carlton,40,72,Assistant Professor
4407,James,Lester,22,23,Associate Professor
4408,Melinda,Robbins,44,17,Professor Emeritus
4409,Louise,Davis,5,61,Associate Professor
4410,Kay,Camp,47,29,Assistant Professor
4411,Lori,Sykes,26,33,Professor
4412,Josephine,Mueller,50,50,Associate Professor
4413,Ann,Andrews,28,80,Assistant Professor
4414,Anthony,Beatty,16,33,Instructor
4415,Harold,Ennis,29,12,Adjunct Professor
4416,Linda,Sun,5,6,Adjunct Professor
4417,Renee,Field,26,46,Professor Emeritus
4418,Doris,Dickens,39,79,Adjunct Professor
4419,Julia,Brady,28,5,Professor Emeritus
4420,Lauren,Young,15,61,Assistant Professor
4421,Jeff,Lamm,17,9,Associate Professor
4422,Francis,Beard,20,17,Instructor
4423,Hazel,Frederick,28,76,Professor
4424,Jack,Love,31,16,Instructor
4425,Esther,Day,2,25,Professor Emeritus
4426,Edgar,Kirk,16,6,Professor Emeritus
4427,Guy,Adcock,33,25,Instructor
4428,Denise,Monroe,2,32,Assistant Professor
4429,Matthew,Boyette,30,5,Adjunct Professor
4430,Grace,Hunt,20,61,Professor
4431,Ross,McPherson,3,76,Instructor
4432,Jane,Hull,45,29,Professor Emeritus
4433,Walter,Decker,6,56,Assistant Professor
4434,Samuel,Phelps,18,36,Instructor
4435,Billy,Copeland,16,41,Assistant Professor
4436,Earl,Desai,31,62,Professor
4437,Elaine,Gill,10,60,Professor Emeritus
4438,Ruby,Shepherd,7,80,Associate Professor
4439,Gerald,Faircloth,23,83,Adjunct Professor
4440,Gayle,Padgett,10,68,Assistant Professor
4441,Sherry,Mayer,3,64,Assistant Professor
4442,Arlene,Bolton,36,5,Professor Emeritus
4443,Brad,Kessler,46,57,Professor Emeritus
4444,Ethel,Hendricks,5,14,Adjunct Professor
4445,Ashley,Langley,32,81,Associate Professor
4446,Jon,Wolf,41,18,Assistant Professor
4447,Sam,Jones,15,50,Professor
4448,Vincent,Byers,35,17,Adjunct Professor
4449,Glenda,Kahn,4,73,Adjunct Professor
4450,Joanne,Hull,21,57,Adjunct Professor
4451,Charlene,Gill,15,31,Assistant Professor
4452,Kara,Gay,13,79,Professor Emeritus
4453,Paige,Crabtree,46,79,Associate Professor
4454,Randall,Michael,14,25,Associate Professor
4455,Hilda,West,47,51,Instructor
4456,Geoffrey,Clarke,5,65,Adjunct Professor
4457,Eugene,Langley,30,70,Adjunct Professor
4458,Ian,Hutchinson,42,35,Professor
4459,Maurice,Currie,39,19,Adjunct Professor
4460,Edgar,Steele,4,63,Professor
4461,Eric,Carpenter,28,7,Assistant Professor
4462,Carrie,Nixon,38,29,Assistant Professor
4463,Joyce,Keith,42,70,Professor Emeritus
4464,Christy,Reeves,35,54,Professor Emeritus
4465,Brenda,Coates,27,67,Professor Emeritus
4466,Fred,Myers,9,36,Professor
4467,Mike,Brock,31,22,Instructor
4468,Lucy,Barr,45,41,Professor
4469,Paula,Dawson,34,65,Assistant Professor
4470,Penny,McIntyre,50,20,Associate Professor
4471,Jose,Shapiro,31,69,Associate Professor
4472,Glenn,Underwood,49,12,Assistant Professor
4473,Lewis,Harmon,38,12,Associate Professor
4474,Malcolm,Spence,9,20,Instructor
4475,Shannon,Berger,12,33,Professor
4476,Erica,Byrd,7,80,Assistant Professor
4477,Nancy,Ellis,43,65,Associate Professor
4478,Alexander,Zhu,9,20,Instructor
4479,Evelyn,Kendall,46,54,Professor Emeritus
4480,Sam,McKenzie,6,70,Professor Emeritus
4481,Calvin,Quinn,45,26,Professor Emeritus
4482,Sue,Barry,28,20,Professor
4483,Vernon,Simpson,28,5,Associate Professor
4484,Dean,Thompson,43,30,Associate Professor
4485,Andrea,Gibbs,7,25,Adjunct Professor
4486,Sheryl,Starr,16,74,Adjunct Professor
4487,Norman,Mills,36,51,Assistant Professor
4488,Eugene,Jiang,22,41,Assistant Professor
4489,Regina,Summers,24,70,Professor
4490,Jose,Walters,34,1,Professor Emeritus
4491,Sean,Norman,12,73,Adjunct Professor
4492,Colleen,Schmidt,5,2,Professor Emeritus
4493,Jerry,Kent,30,14,Associate Professor
4494,Roberta,Guthrie,9,74,Professor
4495,Alicia,Locklear,12,74,Professor Emeritus
4496,Sandra,Clements,5,63,Professor
4497,Christy,Price,4,33,Professor
4498,Ethel,Bennett,45,64,Professor Emeritus
4499,Brian,Hardy,36,16,Professor Emeritus
4500,Anita,Reed,37,35,Assistant Professor
4501,Rose,Chandler,9,34,Professor
4502,Kristine,Wu,37,59,Professor Emeritus
4503,Jacqueline,Lucas,15,4,Adjunct Professor
4504,Tara,Fowler,30,70,Instructor
4505,Tracy,Hines,41,20,Professor Emeritus
4506,Judith,Wright,12,25,Professor
4507,Norma,O'Neal,17,20,Instructor
4508,Tom,Butler,25,50,Professor
4509,Glen,Rodriguez,44,42,Instructor
4510,Maureen,Moody,25,52,Associate Professor
4511,Gary,Hendrix,37,63,Professor Emeritus
4512,Anna,Schroeder,16,11,Instructor
4513,Joy,Hogan,45,10,Assistant Professor
4514,Tiffany,Hwang,30,46,Associate Professor
4515,Derek,Cochran,38,37,Adjunct Professor
4516,Dwight,Horn,1,68,Professor Emeritus
4517,Leonard,Whitaker,15,34,Assistant Professor
4518,Lee,Alford,7,28,Professor Emeritus
4519,David,Hawkins,26,61,Instructor
4520,Pamela,Brandon,12,14,Adjunct Professor
4521,Courtney,Currie,40,81,Associate Professor
4522,Valerie,Sherman,10,83,Professor Emeritus
4523,Jessica,Swanson,29,45,Instructor
4524,Ashley,Choi,14,12,Associate Professor
4525,Gwendolyn,Hendricks,30,51,Assistant Professor
4526,Gayle,Chambers,3,64,Professor Emeritus
4527,Carmen,Knowles,48,33,Professor
4528,Jean,Horne,30,17,Professor Emeritus
4529,Gwendolyn,Parrott,1,59,Adjunct Professor
4530,Hugh,McKay,9,62,Adjunct Professor
4531,Catherine,Clark,45,12,Associate Professor
4532,Leonard,Dean,14,59,Instructor
4533,Barry,Morrow,50,47,Professor Emeritus
4534,Melissa,Case,23,1,Associate Professor
4535,Sara,Cherry,37,61,Professor
4536,Tommy,Vaughan,38,52,Instructor
4537,Glenn,Barrett,12,70,Professor Emeritus
4538,Valerie,Rouse,41,68,Instructor
4539,Donald,Lang,6,64,Professor Emeritus
4540,Douglas,Robinson,26,8,Professor
4541,Lorraine,Browning,21,23,Associate Professor
4542,Heidi,Hendricks,18,31,Professor
4543,Kenneth,Gay,18,56,Professor
4544,Aaron,Kenney,38,25,Professor Emeritus
4545,Judith,Patterson,32,64,Professor Emeritus
4546,Glenn,Woodard,14,5,Assistant Professor
4547,Janet,Spivey,37,22,Professor
4548,Leon,Fields,12,33,Instructor
4549,Danielle,Garner,16,82,Adjunct Professor
4550,Gladys,Whitfield,15,11,Instructor
4551,Florence,Locklear,19,15,Adjunct Professor
4552,Bob,Lynch,21,36,Professor Emeritus
4553,Kurt,Shelton,19,34,Assistant Professor
4554,Bobby,Reddy,25,47,Associate Professor
4555,Natalie,Talley,9,71,Adjunct Professor
4556,Lee,Bruce,3,38,Professor Emeritus
4557,Tonya,Cline,43,68,Assistant Professor
4558,Lillian,Terry,48,61,Adjunct Professor
4559,Gary,Payne,4,5,Associate Professor
4560,Steven,Stafford,35,9,Assistant Professor
4561,Donald,Cochran,13,45,Professor
4562,Wesley,Herbert,1,1,Professor
4563,Franklin,Henson,24,63,Assistant Professor
4564,Priscilla,Bass,25,34,Assistant Professor
4565,Sara,Cassidy,48,27,Instructor
4566,John,Allred,44,24,Instructor
4567,Gilbert,Justice,5,21,Adjunct Professor
4568,Pauline,Oliver,34,83,Instructor
4569,Kimberly,Hunter,18,7,Professor
4570,Dorothy,Huffman,33,21,Assistant Professor
4571,Carl,Sherman,22,45,Instructor
4572,Megan,Lambert,37,67,Associate Professor
4573,Ryan,Palmer,20,76,Associate Professor
4574,Peggy,Weaver,33,32,Associate Professor
4575,Samuel,Norman,9,40,Associate Professor
4576,Patricia,Ayers,42,38,Associate Professor
4577,Doris,Wright,22,76,Professor Emeritus
4578,Elisabeth,Harper,10,68,Assistant Professor
4579,Eva,Whitfield,39,10,Professor Emeritus
4580,Bradley,Decker,50,16,Adjunct Professor
4581,Lester,Prince,49,45,Professor
4582,Michael,Heath,21,55,Adjunct Professor
4583,Marianne,Barefoot,41,26,Associate Professor
4584,Adam,Mills,43,3,Associate Professor
4585,Tony,Dillon,37,68,Adjunct Professor
4586,Theresa,Silver,10,80,Professor Emeritus
4587,Sylvia,Greene,13,83,Professor Emeritus
4588,Lawrence,Lucas,33,76,Instructor
4589,Rachel,Bauer,16,56,Adjunct Professor
4590,Jeanne,Huff,32,82,Professor Emeritus
4591,Bob,Allred,25,73,Instructor
4592,June,Bailey,43,3,Adjunct Professor
4593,Carl,Kelley,28,10,Professor
4594,Kelly,Boyle,45,8,Professor
4595,Patrick,Goldman,40,72,Adjunct Professor
4596,Lloyd,Kay,2,59,Adjunct Professor
4597,Gregory,Bernstein,27,5,Associate Professor
4598,Wade,Teague,46,25,Professor Emeritus
4599,Veronica,Chang,12,72,Associate Professor
4600,Joseph,McIntosh,21,40,Adjunct Professor
4601,Dale,Thomson,44,62,Associate Professor
4602,Cecil,Li,37,38,Professor Emeritus
4603,Leslie,Bender,14,54,Associate Professor
4604,Benjamin,Teague,9,55,Instructor
4605,Robert,Pierce,17,33,Assistant Professor
4606,Heather,Tan,42,23,Instructor
4607,Faye,Bernstein,34,13,Assistant Professor
4608,Pauline,Nguyen,48,12,Associate Professor
4609,David,Boyd,40,45,Professor Emeritus
4610,Marcia,McIntosh,43,76,Assistant Professor
4611,Danny,Kramer,41,15,Professor Emeritus
4612,Jesse,Yang,41,74,Professor Emeritus
4613,Erik,Smith,14,14,Assistant Professor
4614,Elisabeth,Nicholson,12,69,Assistant Professor
4615,Michael,Watkins,36,1,Assistant Professor
4616,Allan,McBride,7,12,Professor
4617,Linda,Dickerson,12,80,Adjunct Professor
4618,Erin,Sherrill,9,69,Assistant Professor
4619,Leah,Hewitt,5,42,Associate Professor
4620,Claire,Baxter,8,70,Assistant Professor
4621,Vickie,Reeves,3,48,Instructor
4622,Leroy,Green,37,31,Professor Emeritus
4623,Shelley,McGuire,6,53,Instructor
4624,Dorothy,Berman,18,40,Professor Emeritus
4625,Stephanie,Bender,5,63,Instructor
4626,Allan,Lowe,15,54,Associate Professor
4627,Lindsay,Lewis,8,70,Professor Emeritus
4628,Leon,Clark,6,9,Assistant Professor
4629,Thelma,Capps,4,63,Professor Emeritus
4630,Annette,Swain,19,41,Professor Emeritus
4631,Gordon,King,4,5,Professor Emeritus
4632,Patsy,Winstead,14,44,Professor
4633,Joan,Klein,20,3,Associate Professor
4634,Stacey,Brady,3,3,Adjunct Professor
4635,Rose,Mangum,47,30,Instructor
4636,Katharine,Blackwell,5,27,Professor Emeritus
4637,Brenda,Lam,49,54,Instructor
4638,Randall,Crowell,4,69,Assistant Professor
4639,Mary,O'Brien,48,14,Associate Professor
4640,Brooke,Hancock,44,12,Adjunct Professor
4641,Clarence,Sinclair,35,46,Instructor
4642,Shirley,Watkins,19,43,Adjunct Professor
4643,Sidney,Crowder,19,30,Professor
4644,Heidi,Johnson,1,72,Professor Emeritus
4645,Jacqueline,Murphy,45,28,Assistant Professor
4646,Eva,Morris,34,57,Adjunct Professor
4647,Marvin,Keith,10,22,Adjunct Professor
4648,Marshall,Watkins,10,73,Associate Professor
4649,Lewis,Todd,49,3,Adjunct Professor
4650,Lucy,Sanford,11,61,Assistant Professor
4651,Louis,Morse,46,61,Instructor
4652,Scott,Ayers,50,82,Assistant Professor
4653,Rose,Taylor,45,38,Adjunct Professor
4654,Harriet,Frederick,46,49,Adjunct Professor
4655,Gary,Rich,15,39,Professor
4656,Tiffany,Keith,7,40,Professor
4657,Roger,Melvin,21,76,Associate Professor
4658,Lois,Hughes,11,51,Professor Emeritus
4659,Carlos,Bowles,10,65,Adjunct Professor
4660,Shannon,Crabtree,27,82,Assistant Professor
4661,Bobby,Weiss,17,69,Associate Professor
4662,Grace,Short,46,13,Professor Emeritus
4663,Sherry,Cox,24,42,Assistant Professor
4664,Rhonda,Herbert,5,12,Professor
4665,Laura,Hahn,10,64,Adjunct Professor
4666,Sean,Potter,5,20,Adjunct Professor
4667,Ruth,Farrell,47,37,Assistant Professor
4668,Brooke,Forbes,22,69,Instructor
4669,David,Orr,35,65,Associate Professor
4670,Harriet,Hoyle,37,5,Assistant Professor
4671,Cathy,Joyner,44,48,Adjunct Professor
4672,Willie,Corbett,3,82,Assistant Professor
4673,Sylvia,Carver,40,35,Adjunct Professor
4674,Diane,Marks,27,26,Associate Professor
4675,Gerald,Patrick,20,79,Associate Professor
4676,Don,Kenney,20,41,Adjunct Professor
4677,Beth,Deal,16,50,Professor
4678,Patsy,Curtis,13,34,Professor Emeritus
4679,Stephen,Patel,25,42,Associate Professor
4680,Elaine,Allred,15,80,Instructor
4681,Jerome,Howard,34,41,Assistant Professor
4682,Edward,Chan,36,61,Adjunct Professor
4683,Michelle,Pittman,2,13,Assistant Professor
4684,Marshall,Chan,46,30,Instructor
4685,Jeffrey,Sellers,31,42,Associate Professor
4686,Eugene,Simmons,36,83,Assistant Professor
4687,Curtis,Lane,16,2,Instructor
4688,Ray,Lindsay,29,10,Assistant Professor
4689,Frank,Everett,15,44,Associate Professor
4690,Judy,Huang,36,53,Adjunct Professor
4691,Theodore,Gould,35,7,Adjunct Professor
4692,Marilyn,Winters,44,64,Associate Professor
4693,Jacqueline,Dalton,10,16,Assistant Professor
4694,June,Shea,7,14,Professor
4695,Dianne,Atkinson,2,72,Associate Professor
4696,Tina,Spears,23,36,Assistant Professor
4697,Priscilla,Carr,24,73,Adjunct Professor
4698,Evan,Levin,30,81,Adjunct Professor
4699,Charlotte,Starr,48,66,Professor Emeritus
4700,Patrick,Klein,8,69,Instructor
4701,Constance,Blanton,13,63,Instructor
4702,Troy,Womble,7,73,Adjunct Professor
4703,Jerry,Gilliam,5,27,Adjunct Professor
4704,Sara,Hinson,43,81,Professor
4705,Gordon,Foster,25,59,Associate Professor
4706,Henry,Phillips,31,19,Professor
4707,Terry,Combs,43,27,Assistant Professor
4708,Stuart,Brewer,50,71,Associate Professor
4709,Neil,Shaffer,25,69,Associate Professor
4710,Jeremy,Dyer,24,65,Instructor
4711,Todd,Albright,44,42,Adjunct Professor
4712,Max,Lamb,17,22,Adjunct Professor
4713,Earl,Alston,35,26,Adjunct Professor
4714,Andrew,Wood,20,69,Instructor
4715,Maxine,Walker,10,64,Adjunct Professor
4716,Jack,Copeland,41,78,Associate Professor
4717,Debbie,Rodriguez,2,79,Adjunct Professor
4718,Heidi,Houston,31,20,Associate Professor
4719,Florence,Meadows,49,76,Associate Professor
4720,Andrew,Hobbs,14,45,Instructor
4721,Cameron,Moore,42,69,Instructor
4722,Allen,Beard,10,39,Associate Professor
4723,Sam,Lam,32,11,Associate Professor
4724,Diane,Becker,36,37,Associate Professor
4725,Anna,Crawford,12,58,Professor
4726,Priscilla,Nance,13,70,Professor
4727,Guy,Bradshaw,5,66,Assistant Professor
4728,Tara,English,8,15,Professor
4729,Dean,Feldman,19,72,Adjunct Professor
4730,Mitchell,Dickinson,17,57,Professor
4731,Edna,Brewer,36,8,Instructor
4732,Lucille,Fitzgerald,15,55,Associate Professor
4733,Andrea,Lane,9,62,Assistant Professor
4734,Michele,Sutherland,21,78,Adjunct Professor
4735,Jamie,Cox,41,9,Adjunct Professor
4736,Leroy,Maynard,47,11,Adjunct Professor
4737,Glenda,Houston,33,66,Assistant Professor
4738,Leo,Blanton,36,37,Instructor
4739,Martin,Hodge,47,64,Adjunct Professor
4740,Ann,McLamb,11,6,Professor Emeritus
4741,Nancy,Lam,2,73,Associate Professor
4742,Dana,Blanchard,49,24,Professor Emeritus
4743,Sherri,Rubin,28,33,Instructor
4744,Don,Evans,3,32,Assistant Professor
4745,Calvin,Weaver,15,41,Assistant Professor
4746,Marian,Evans,17,15,Assistant Professor
4747,Juan,Wallace,40,3,Instructor
4748,Cathy,Williams,32,33,Professor Emeritus
4749,Billy,Mack,37,43,Instructor
4750,Leroy,Harrison,9,50,Assistant Professor
4751,Todd,Love,20,23,Assistant Professor
4752,Priscilla,Wrenn,30,33,Adjunct Professor
4753,Suzanne,Bartlett,50,4,Professor Emeritus
4754,Brenda,Meyers,45,57,Professor Emeritus
4755,Juanita,Steele,19,54,Adjunct Professor
4756,Jimmy,Kidd,14,64,Professor Emeritus
4757,Annette,Poole,10,22,Professor Emeritus
4758,Herman,Blair,46,4,Assistant Professor
4759,Eileen,Cheng,11,12,Professor
4760,Lillian,Bartlett,37,32,Associate Professor
4761,Randall,Rodriguez,31,75,Associate Professor
4762,Jose,Knowles,17,32,Adjunct Professor
4763,Clifford,Holloway,2,33,Instructor
4764,Erik,Taylor,10,71,Adjunct Professor
4765,Randy,Kim,44,60,Assistant Professor
4766,Kristen,Morgan,27,79,Professor Emeritus
4767,Milton,O'Brien,45,19,Associate Professor
4768,Marilyn,Wilcox,21,76,Instructor
4769,Gordon,Boyette,34,68,Professor
4770,Arlene,Watts,30,37,Assistant Professor
4771,Benjamin,Wu,20,21,Assistant Professor
4772,Glenda,Barefoot,46,68,Professor
4773,Marlene,Whitley,43,36,Assistant Professor
4774,Caroline,James,37,4,Professor
4775,Betsy,Carr,9,33,Instructor
4776,Vickie,Newton,25,52,Professor Emeritus
4777,Aaron,Rose,26,47,Assistant Professor
4778,Neil,Coley,18,32,Adjunct Professor
4779,Denise,Garcia,44,16,Assistant Professor
4780,Steve,Brooks,21,34,Instructor
4781,Hazel,Desai,3,71,Assistant Professor
4782,Brooke,Kay,27,64,Adjunct Professor
4783,Rose,Nicholson,44,82,Instructor
4784,Tracey,Blackwell,30,41,Adjunct Professor
4785,Jerome,Buck,34,33,Associate Professor
4786,Debra,Blackwell,24,71,Adjunct Professor
4787,Mitchell,Pridgen,7,34,Associate Professor
4788,Sarah,McKenzie,50,57,Associate Professor
4789,Glen,Crane,14,39,Professor Emeritus
4790,Kara,Huff,37,24,Adjunct Professor
4791,Charlie,Capps,1,78,Professor Emeritus
4792,Willie,Howard,25,59,Assistant Professor
4793,Clyde,Mayer,39,72,Professor
4794,Hazel,Gold,40,81,Assistant Professor
4795,Harriet,Giles,5,37,Instructor
4796,Rick,Rowland,4,6,Adjunct Professor
4797,Sue,Conner,42,63,Professor
4798,Holly,Hogan,17,21,Professor
4799,Sara,Gibson,50,1,Associate Professor
4800,Patricia,Preston,38,22,Assistant Professor
4801,Linda,Armstrong,50,47,Assistant Professor
4802,Ashley,Sutherland,40,56,Adjunct Professor
4803,Barry,Wallace,48,69,Instructor
4804,Alexander,Hinson,22,14,Assistant Professor
4805,Lynda,Reddy,14,21,Associate Professor
4806,Kristen,Hanson,49,82,Associate Professor
4807,Lorraine,Walton,3,77,Adjunct Professor
4808,Philip,Puckett,3,44,Instructor
4809,Renee,Banks,43,51,Professor Emeritus
4810,Malcolm,Carpenter,7,30,Adjunct Professor
4811,Wesley,Pratt,13,51,Professor Emeritus
4812,Jessie,Lutz,10,40,Professor Emeritus
4813,Caroline,Oh,40,73,Instructor
4814,Linda,Chan,8,36,Professor
4815,Erika,Song,10,80,Professor Emeritus
4816,Edith,Gentry,37,22,Instructor
4817,Ronald,Boone,9,17,Assistant Professor
4818,Rebecca,Whitaker,18,50,Assistant Professor
4819,Ricky,Olsen,1,78,Adjunct Professor
4820,Anthony,May,50,58,Assistant Professor
4821,Evelyn,Ivey,24,82,Instructor
4822,Janice,Weiss,13,14,Associate Professor
4823,Marcus,Kennedy,10,11,Professor
4824,Danny,Matthews,20,24,Adjunct Professor
4825,Melissa,Andrews,8,61,Professor
4826,Brooke,Collier,6,77,Adjunct Professor
4827,Kristen,Rubin,23,20,Associate Professor
4828,Priscilla,McClure,3,74,Associate Professor
4829,Gerald,Brady,34,44,Assistant Professor
4830,Lynda,Parks,34,31,Instructor
4831,Charles,Kearney,33,70,Instructor
4832,Katherine,Giles,49,27,Professor Emeritus
4833,Stanley,Riley,16,28,Assistant Professor
4834,Ricky,Upchurch,35,28,Assistant Professor
4835,Jerome,McNeill,50,54,Instructor
4836,Arlene,Franklin,46,61,Associate Professor
4837,Lynda,Copeland,10,42,Adjunct Professor
4838,Claire,Fitzpatrick,21,20,Assistant Professor
4839,Lorraine,Hansen,45,14,Assistant Professor
4840,Ruth,Abrams,15,80,Associate Professor
4841,Bernice,Small,25,62,Professor Emeritus
4842,Florence,George,10,17,Assistant Professor
4843,Martin,Hayes,7,59,Professor
4844,Denise,Harris,4,41,Associate Professor
4845,Clyde,Garrison,12,67,Assistant Professor
4846,Dennis,Berg,9,48,Instructor
4847,Laurence,Adams,2,37,Professor Emeritus
4848,Susan,Zhou,3,23,Professor
4849,Marshall,White,32,49,Associate Professor
4850,Lawrence,Carlton,9,10,Assistant Professor
4851,Marcia,Klein,49,71,Associate Professor
4852,Clyde,Brown,14,6,Professor
4853,Betsy,Craven,12,22,Assistant Professor
4854,Ernest,Hobbs,39,57,Professor
4855,Geraldine,Holt,47,70,Associate Professor
4856,Bonnie,Gould,20,8,Adjunct Professor
4857,Stacey,Roth,33,15,Assistant Professor
4858,Meredith,Heller,30,64,Professor Emeritus
4859,Mike,Boone,19,14,Professor
4860,Adam,Donovan,47,44,Assistant Professor
4861,Melvin,Miles,42,78,Instructor
4862,Colleen,Moon,7,45,Professor
4863,Calvin,O'Brien,29,57,Adjunct Professor
4864,Douglas,Fox,6,2,Associate Professor
4865,Erik,Singer,25,33,Associate Professor
4866,Tracey,Link,45,52,Associate Professor
4867,Roger,Harper,40,9,Associate Professor
4868,Carla,Wilder,7,66,Instructor
4869,Bernard,Merritt,33,5,Associate Professor
4870,Pauline,Hanson,45,4,Adjunct Professor
4871,Alice,McKay,24,19,Instructor
4872,Theodore,Merritt,33,71,Associate Professor
4873,Julie,Glenn,17,75,Instructor
4874,Howard,Cline,15,77,Professor
4875,Marilyn,Womble,28,48,Associate Professor
4876,Harriet,Hall,16,23,Instructor
4877,Doris,Chu,21,4,Instructor
4878,Wallace,Winters,36,24,Associate Professor
4879,Bobby,Pugh,12,81,Adjunct Professor
4880,Lauren,Greer,22,38,Assistant Professor
4881,Mitchell,Brewer,22,8,Instructor
4882,Leigh,Shaw,7,68,Instructor
4883,Frank,Jacobs,50,68,Associate Professor
4884,Don,Petty,40,74,Associate Professor
4885,Dana,Buchanan,28,9,Instructor
4886,Leonard,Winters,19,70,Instructor
4887,Rhonda,Stafford,7,37,Instructor
4888,Michele,Sanford,14,61,Instructor
4889,Nathan,Lamm,45,41,Instructor
4890,Marianne,Hopkins,24,5,Instructor
4891,Mary,Hong,41,79,Instructor
4892,Bobby,Hardison,5,61,Associate Professor
4893,Debbie,Forbes,30,54,Adjunct Professor
4894,Emma,McCullough,26,26,Adjunct Professor
4895,Natalie,Woodard,33,17,Assistant Professor
4896,Bryan,Morgan,26,2,Adjunct Professor
4897,Arthur,Wrenn,2,79,Professor Emeritus
4898,Ruby,Watson,24,31,Professor
4899,Angela,Bunn,34,69,Instructor
4900,April,Forrest,1,15,Assistant Professor
4901,Courtney,Welsh,38,45,Instructor
4902,Leo,Mayo,16,21,Professor Emeritus
4903,Fred,Kelly,19,46,Instructor
4904,Marcus,Cross,43,37,Assistant Professor
4905,Debra,Hahn,22,69,Professor
