S_StudentID,S_FirstName,S_LastName,S_Year,S_GPA,S_MajorID,S_AdvisorID
9389,Fred,Hahn,Jr,0.06,63,15479
9390,Bradley,Hardy,Jr,2.03,48,6316
9391,Bobby,Case,Fr,1.15,67,9938
9392,Lucy,Garrett,Fr,0.57,83,3975
9393,James,Conway,Fr,1.78,24,22048
9394,Lois,Hong,Fr,1.98,69,19608
9395,Claire,Moon,Jr,0.06,46,3521
9396,Guy,Wolf,Fr,2.23,20,22855
9397,Veronica,Hoover,Fr,3.43,6,19485
9398,Veronica,Bray,Sr,0.22,65,2579
9399,Sue,McNeill,Jr,2.09,14,21174
9400,Wayne,Wang,So,1.22,23,545
9401,Clara,Goodman,So,3.18,63,4100
9402,Hannah,Bloom,So,3.46,66,23559
9403,Stanley,Friedman,Fr,3.95,60,24276
9404,Bernice,Anderson,Fr,1.25,67,12425
9405,Howard,Spence,Fr,2.15,16,7344
9406,Mike,Pierce,Fr,2.84,3,8944
9407,Seth,Lawson,So,1.79,58,21057
9408,Justin,Blackburn,So,2.24,14,13900
9409,Cynthia,Shepherd,So,1.88,1,3702
9410,Gail,Yates,Fr,1.13,79,6087
9411,Warren,Weinstein,Fr,2.36,75,23398
9412,Cecil,Braswell,Sr,0.20,36,24270
9413,Maxine,McBride,Jr,1.43,43,9011
9414,Todd,Davidson,Fr,0.63,7,18882
9415,Julie,Buckley,Sr,0.22,50,7423
9416,Marvin,Goodwin,Sr,2.52,25,15012
9417,Samantha,Lowry,Jr,3.05,35,18524
9418,Billy,Blair,Sr,1.23,62,10262
9419,Bernice,Richardson,Fr,1.36,10,8619
9420,Sandy,Short,Fr,0.42,55,280
9421,Kristen,Mayer,So,0.40,77,1818
9422,Ricky,Henson,Sr,2.73,36,24220
9423,Peggy,Hirsch,Jr,3.35,38,22440
9424,Marvin,Hodge,Fr,1.17,64,17145
9425,Sean,Reese,Sr,3.96,66,2002
9426,Sean,Sanchez,Sr,3.86,82,13913
9427,Brent,Adkins,Fr,0.13,83,1401
9428,Harvey,Hsu,So,0.12,42,24471
9429,Amy,Day,Jr,0.01,23,19119
9430,Sue,Wu,Jr,2.56,5,3232
9431,Stephen,Levine,Fr,1.13,80,24115
9432,Natalie,Riley,Jr,0.48,83,6190
9433,Marsha,Aldridge,Sr,4.00,21,12288
9434,Sally,Duncan,Fr,2.69,73,6649
9435,Jacqueline,Hewitt,Fr,0.99,6,4742
9436,Kara,Pope,Sr,2.90,29,24172
9437,Glenn,Mercer,Fr,3.04,56,17106
9438,Mitchell,Knox,Sr,3.35,12,18957
9439,Emily,Gates,So,3.72,41,15218
9440,Gail,Schwarz,Jr,0.35,35,14096
9441,Cheryl,Lynch,Fr,1.03,22,8384
9442,Benjamin,Barber,Fr,2.84,44,23421
9443,Bernard,Beach,So,3.53,49,18760
9444,Franklin,Morrison,Jr,2.12,5,2092
9445,Max,Cannon,Sr,3.65,62,5002
9446,Brandon,Keller,Fr,1.76,8,6999
9447,Glenn,Carter,So,3.90,31,23299
9448,Gene,Kenney,Fr,1.23,7,22256
9449,Beverly,Armstrong,So,1.96,50,6995
9450,Allan,Sanchez,Sr,2.08,75,8300
9451,Marie,McConnell,Jr,1.90,72,17248
9452,Toni,Barnes,So,1.30,46,13281
9453,Glen,Alexander,Jr,1.53,16,20648
9454,Malcolm,Casey,Fr,0.22,35,16497
9455,Bernard,Fuller,Fr,3.63,38,3946
9456,Kyle,Tanner,Fr,2.77,53,24060
9457,Kate,Holt,Jr,1.45,47,9650
9458,Eva,Schneider,Fr,1.85,75,9816
9459,Seth,Levine,Sr,0.99,66,6538
9460,Ellen,McCall,So,0.69,14,1703
9461,Dawn,McGuire,Jr,1.13,61,23138
9462,Ken,Matthews,Sr,1.37,41,21004
9463,Ricky,Norris,Fr,3.79,73,12036
9464,Sheila,George,Sr,2.10,31,3117
9465,Edgar,Puckett,So,0.18,59,20074
9466,Melissa,Allred,Fr,1.92,66,5485
9467,Bruce,Stanton,Fr,3.80,78,11309
9468,Rick,Hunter,Fr,3.41,82,1530
9469,Tommy,McCall,Jr,4.00,37,19606
9470,George,Gallagher,Fr,2.72,68,20084
9471,Karl,Braswell,Sr,2.75,22,15076
9472,Christopher,McCullough,Jr,1.58,80,21028
9473,Luis,Carr,Sr,2.77,26,24135
9474,Grace,Nguyen,Sr,1.41,28,20405
9475,Tommy,Craft,Jr,2.80,64,3488
9476,James,Bell,Fr,1.63,80,7491
9477,Diane,Harris,Sr,3.90,66,4755
9478,Timothy,Fox,Sr,2.46,5,5335
9479,Miriam,Myers,So,1.10,10,11114
9480,Janice,McIntyre,So,2.99,49,21855
9481,Sidney,Curry,So,1.03,38,4288
9482,Gilbert,Holmes,Fr,0.01,66,21824
9483,Eva,Fink,Jr,2.81,35,23317
9484,Lester,Ray,So,0.58,34,18913
9485,Lee,Pace,So,1.88,73,2560
9486,Dianne,Yates,Jr,0.69,21,19673
9487,Tammy,Lynch,Fr,2.27,32,6689
9488,Malcolm,McCormick,So,1.54,28,19038
9489,Robyn,Hong,Jr,0.06,70,17861
9490,Crystal,Griffin,Fr,1.39,43,12150
9491,Susan,Paul,Sr,3.83,79,22096
9492,Albert,Dickens,Sr,0.93,16,21810
9493,Robyn,Brandt,Sr,2.71,38,24859
9494,Charlotte,Gill,Jr,1.05,55,15610
9495,Juan,McKnight,So,2.63,18,6288
9496,Leon,Stuart,Fr,1.75,53,19370
9497,Nina,Ivey,Jr,2.52,66,3831
9498,Gladys,Horne,Sr,0.86,36,9546
9499,Paige,McLean,Sr,2.60,67,20647
9500,Julie,Desai,Fr,2.40,51,23607
9501,Marvin,Paul,Fr,3.37,79,14803
9502,Frances,McKenna,Fr,2.16,30,14222
9503,Zachary,Bush,Jr,1.37,56,12770
9504,Jean,Barbour,Fr,0.04,75,9349
9505,Lynda,Anthony,Jr,1.00,22,17712
9506,Ronnie,Cannon,Sr,3.10,26,15368
9507,Nina,Dean,Jr,3.28,67,16676
9508,Jacqueline,Griffin,Jr,0.71,52,490
9509,Maxine,High,Jr,3.40,12,13968
9510,Renee,Barr,Fr,1.25,41,18354
9511,Jordan,Frank,So,1.11,2,3501
9512,Claire,Clark,Fr,2.26,38,10190
9513,Peter,Justice,Fr,1.32,55,12371
9514,Carol,Wright,So,3.20,24,14647
9515,William,Joyner,Jr,2.40,43,9715
9516,Vicki,Case,Fr,2.91,58,22531
9517,Ryan,Kidd,Sr,0.95,17,7851
9518,Elizabeth,Nolan,Fr,1.49,43,19998
9519,Alfred,Armstrong,Jr,0.15,68,6180
9520,Thelma,Stevens,Jr,2.45,71,13999
9521,Rick,Collins,Jr,0.42,50,13272
9522,Pamela,Aycock,Sr,0.51,51,3718
9523,Erin,Pridgen,Fr,2.13,46,11041
9524,Nathan,Woodard,Sr,1.28,32,12738
9525,LeRoy,Reid,Fr,0.30,82,24609
9526,Andrew,Levin,Sr,2.60,76,15050
9527,Lillian,Manning,So,2.07,80,10195
9528,Andrea,Bruce,Sr,2.08,57,5120
9529,Laurie,Berg,Fr,1.93,34,10730
9530,Earl,High,Jr,1.04,6,24754
9531,Edwin,Chase,Fr,0.66,1,14190
9532,Andrew,Bridges,Jr,3.96,46,5209
9533,Faye,Frazier,So,3.62,68,10951
9534,Thomas,Horne,Sr,0.41,12,21220
9535,Janice,Pollard,Sr,3.29,28,5136
9536,Tonya,Koch,Fr,3.88,41,9464
9537,Theodore,Morgan,Sr,2.24,30,14901
9538,Maureen,Frederick,Jr,1.20,51,10078
9539,Hugh,Tate,Jr,0.31,43,24975
9540,Michele,Wolfe,Sr,3.93,69,3824
9541,Stanley,Chappell,Sr,3.68,64,11213
9542,Ronald,Brock,Sr,1.41,83,6508
9543,Harry,Oakley,Jr,2.04,52,23868
9544,Mildred,Aycock,Jr,0.06,32,17173
9545,Timothy,Kearney,So,0.40,39,24742
9546,Diana,Myers,So,2.56,59,17619
9547,Mary,Forrest,Sr,1.96,8,2036
9548,Ethel,Berger,Jr,0.07,9,3172
9549,Rosemary,Joyner,Jr,1.53,37,24846
9550,Jane,Grimes,Fr,2.85,32,21505
9551,Howard,Bland,Jr,0.59,13,12160
9552,Katie,Dean,Fr,2.57,18,8894
9553,John,Meyer,Fr,2.43,27,23751
9554,Sylvia,Sutton,Fr,0.49,42,5201
9555,Erin,Holland,Sr,3.82,52,10036
9556,Edna,Peacock,Jr,1.98,57,8861
9557,Kathy,Hayes,Jr,2.94,82,7999
9558,Steve,Hubbard,Sr,0.50,81,19522
9559,Elisabeth,Reilly,Sr,1.32,8,20175
9560,Dorothy,Newton,So,2.72,31,10920
9561,Kyle,Sanchez,Jr,0.67,38,23358
9562,Norman,Rao,Jr,1.05,69,16334
9563,Renee,May,So,1.71,10,7913
9564,Claude,Preston,So,2.54,11,21606
9565,Harold,Bryant,So,1.33,79,14863
9566,Jessie,Jernigan,Fr,0.97,12,19647
9567,Brooke,Abbott,Sr,0.12,2,8556
9568,Earl,Aycock,Sr,0.10,46,6874
9569,Alexandra,Ellington,Fr,2.88,70,24432
9570,Marianne,Arnold,Sr,2.57,20,22612
9571,Teresa,Ho,Sr,3.13,45,16256
9572,Russell,Gonzalez,Fr,1.76,75,14806
9573,Tim,Scott,Sr,0.41,55,21295
9574,Jessica,Deal,Sr,3.54,39,417
9575,April,Fitzgerald,Fr,3.13,34,19844
9576,Claudia,Snyder,Jr,1.02,36,1535
9577,Jimmy,Kumar,Jr,3.25,63,14552
9578,Marcus,Stuart,Jr,2.54,43,12407
9579,Debra,Todd,So,2.30,26,10169
9580,Marvin,Tilley,Fr,0.24,67,18548
9581,Jon,Deal,So,2.26,45,5897
9582,Annie,McKee,So,1.99,56,13734
9583,Wade,Womble,Sr,3.12,82,6039
9584,Jon,Crews,Sr,1.98,26,21670
9585,Kathleen,Gates,Sr,1.12,44,7921
9586,Florence,Shah,Jr,2.11,40,23817
9587,Sheryl,Browning,So,3.44,62,11380
9588,Arnold,Werner,Sr,0.96,74,14413
9589,Wade,Shannon,Sr,1.70,67,222
9590,Joan,Yates,Jr,3.07,65,15828
9591,Jonathan,Carroll,Jr,0.15,47,22861
9592,Eileen,Anderson,Jr,0.99,10,1272
9593,Nathan,Floyd,Jr,0.77,59,14532
9594,Stuart,Boyd,Fr,3.53,26,5852
9595,Leo,Chan,Jr,0.73,8,6713
9596,Lucille,Miles,Fr,2.25,49,20359
9597,Christina,Norris,Fr,0.64,2,4315
9598,Alvin,Weiner,Fr,0.56,50,1733
9599,Ian,Frye,Fr,2.34,10,23588
9600,Carlos,Puckett,So,0.02,34,869
9601,Jerome,Hardison,So,2.95,43,3806
9602,Neal,Ashley,Jr,0.11,76,4560
9603,Charles,Briggs,Jr,0.14,4,15604
9604,Michelle,Larson,So,2.60,30,169
9605,Eileen,Proctor,Jr,1.19,75,12881
9606,Lois,Oh,Jr,0.93,26,753
9607,Edith,Christian,Jr,3.41,9,24540
9608,Pauline,Langston,Jr,2.67,72,1197
9609,Bradley,Stafford,Fr,2.33,54,13674
9610,Ronnie,Wong,Sr,1.42,18,9418
9611,Sue,Block,So,3.11,48,15714
9612,Melvin,Fuller,So,3.58,11,23090
9613,Tom,Shepherd,So,2.19,9,1344
9614,Kristina,Poole,So,0.72,18,15942
9615,Karen,Conner,Sr,2.32,67,6654
9616,Helen,Brooks,So,2.44,6,7843
9617,Terry,Manning,So,2.96,36,23708
9618,Dennis,O'Donnell,Jr,0.89,23,7352
9619,Oscar,Kelly,Jr,2.83,61,7684
9620,Tina,Grady,Fr,1.36,75,6194
9621,Eileen,Morris,Fr,3.97,58,11738
9622,Tonya,Gibbons,Sr,2.23,45,17857
9623,Alice,Wiggins,So,2.44,67,6322
9624,Elisabeth,Carey,Sr,2.72,51,12386
9625,Patsy,Nash,Jr,3.44,5,24444
9626,Marsha,Bartlett,Sr,3.59,74,14816
9627,Carrie,Gorman,Jr,2.85,51,24677
9628,Edward,Rodriguez,Jr,0.09,22,10060
9629,Kyle,Harrell,Sr,3.63,35,17341
9630,Marvin,Griffith,Sr,1.58,66,1145
9631,Jill,Collins,Sr,1.42,2,16846
9632,Dean,Hurley,Sr,2.40,56,1723
9633,Jerome,Poe,So,2.26,35,7730
9634,Judy,Denton,Sr,0.96,74,6458
9635,Jim,Hall,Sr,2.83,30,24283
9636,Martha,Sharp,So,0.37,49,17021
9637,Dennis,Howell,Jr,1.62,7,7700
9638,Lynn,Ivey,Jr,3.22,56,23638
9639,Brett,Levine,So,1.42,14,12783
9640,Jennifer,Shaw,Jr,0.77,49,7521
9641,Alexandra,Gray,Jr,2.32,72,5055
9642,Milton,Donovan,So,3.12,10,16580
9643,Heidi,Park,Jr,3.63,12,16930
9644,Geraldine,Browning,Fr,1.31,6,23912
9645,Annie,Decker,So,2.76,33,742
9646,Melinda,Barr,Sr,1.06,48,2377
9647,Patsy,Frazier,Fr,3.85,39,15018
9648,Sheila,Miles,Jr,0.84,59,14101
9649,Henry,Britt,Jr,0.32,45,22209
9650,Johnny,Walter,Jr,1.42,2,17576
9651,Gary,Tuttle,Sr,3.83,3,14059
9652,Carmen,McConnell,Jr,3.98,44,23135
9653,Kara,Sharp,So,0.60,58,7358
9654,Penny,Garcia,Sr,1.68,54,3384
9655,Annie,Moran,Jr,1.93,29,13918
9656,Joanna,Woodruff,Jr,1.77,79,8145
9657,Charles,Davidson,Fr,3.20,69,3951
9658,Adam,Byers,Sr,2.93,17,7765
9659,Willie,Ferguson,Fr,2.60,49,13434
9660,Alison,French,So,3.91,28,22386
9661,Colleen,Xu,So,0.64,70,18850
9662,Marvin,York,Sr,3.14,32,817
9663,Lewis,Stuart,Sr,2.44,71,6215
9664,Lori,Murray,Jr,0.54,77,20932
9665,Phillip,Phillips,So,0.02,25,11928
9666,Cheryl,Frank,Jr,3.83,54,1468
9667,Grace,Andrews,Fr,3.69,75,128
9668,Anthony,Decker,Sr,0.21,37,22941
9669,Debbie,Rao,So,1.25,22,15717
9670,Lee,Lim,Jr,1.99,76,16662
9671,Shirley,Kelly,Fr,2.21,39,20735
9672,Karen,Lyons,Fr,2.62,18,17393
9673,April,House,Fr,2.59,11,2673
9674,Marian,Langley,Fr,0.24,26,21101
9675,Bradley,Reid,Jr,2.29,79,16769
9676,Anita,Love,Sr,1.19,71,17004
9677,Erik,Nguyen,Fr,3.68,34,5156
9678,Yvonne,Campbell,Sr,0.22,16,20598
9679,Joan,Atkins,Jr,0.51,75,14460
9680,Virginia,Morton,Fr,3.00,41,12373
9681,Sean,Hogan,Jr,1.73,63,11693
9682,Thelma,Frederick,Fr,0.13,13,8190
9683,Phillip,Friedman,Jr,3.92,4,10458
9684,Vicki,Chandler,Sr,3.36,47,20509
9685,Marsha,Field,Jr,3.00,69,6904
9686,Harry,Glover,Jr,3.77,27,4423
9687,Justin,Martinez,Sr,3.63,68,11643
9688,Ben,Sherman,Sr,3.90,42,18745
9689,Stephen,Horne,Sr,3.92,76,7425
9690,Jon,Morton,Fr,2.46,65,4821
9691,Earl,Shea,So,2.70,64,8833
9692,Geoffrey,Nixon,Jr,2.99,68,21977
9693,Miriam,Bridges,Fr,0.95,56,16768
9694,Karen,Abbott,Fr,2.22,34,7370
9695,Carole,Jones,So,1.82,79,15773
9696,Kristina,Barefoot,Jr,1.27,41,15706
9697,Anne,Dougherty,Jr,1.35,31,10293
9698,Marshall,Warner,So,1.91,7,21235
9699,Todd,French,So,1.44,63,6409
9700,Rose,Spears,Fr,2.68,15,7256
9701,Esther,Swanson,So,1.42,36,4631
9702,Glen,Garcia,Fr,2.98,62,19
9703,Frederick,Young,Fr,1.32,6,13567
9704,David,Clarke,Jr,2.71,27,23164
9705,Catherine,Curry,Fr,2.79,48,22354
9706,Ruth,Reddy,So,2.55,13,12085
9707,Francis,Boswell,Jr,2.33,21,20109
9708,Helen,Frazier,Sr,2.70,64,16513
9709,Veronica,Pickett,So,0.17,71,6860
9710,Allen,Henderson,Sr,1.42,33,15118
9711,Harry,Hicks,Sr,3.28,34,12086
9712,Alice,Langley,Fr,3.81,50,637
9713,Neil,Hoover,Sr,3.78,39,6178
9714,Stacey,Melvin,So,1.21,31,11214
9715,Gregory,Branch,So,4.00,54,15285
9716,Lucille,McMillan,Fr,0.14,65,5697
9717,Jon,Barker,So,1.27,10,3222
9718,Marsha,Reese,Sr,2.26,82,11574
9719,Sherry,Frazier,Sr,3.35,76,20395
9720,Jeffrey,Wolfe,Jr,2.81,4,18627
9721,Lisa,Maynard,Sr,2.28,23,24239
9722,James,Knight,So,0.78,48,10443
9723,Ray,McBride,So,2.85,63,1741
9724,Seth,Schultz,Jr,3.38,62,4192
9725,Marshall,Atkins,Jr,0.51,64,7051
9726,Gladys,Henry,Fr,0.05,1,4570
9727,Regina,Koch,Sr,3.80,15,5607
9728,Shelley,Cobb,Fr,3.60,15,12904
9729,Brooke,Sparks,So,3.15,12,497
9730,Maurice,Olson,Sr,3.28,8,3485
9731,Roberta,Liu,Jr,3.62,6,17315
9732,Paula,Ramsey,Jr,1.39,49,9476
9733,June,Keith,Fr,3.40,57,1113
9734,Ruby,Shields,So,0.61,65,4788
9735,Troy,Ramsey,Fr,2.83,70,4586
9736,Gwendolyn,Glenn,Sr,1.95,43,7167
9737,Tony,Haas,Jr,0.35,67,5409
9738,Dan,Wilcox,Jr,3.61,2,20015
9739,Bernice,Conrad,Jr,3.74,68,5587
9740,Patrick,Adcock,Jr,2.33,8,13021
9741,Jennifer,Dickinson,Jr,0.17,31,14881
9742,Janet,Whitaker,Sr,0.82,57,11938
9743,Christine,Ayers,So,1.47,64,20718
9744,Christina,Kern,Fr,1.59,39,8200
9745,Danielle,Melton,So,2.99,48,5734
9746,Warren,Joyce,So,3.75,60,15910
9747,Regina,Levy,Jr,2.32,31,12038
9748,Ricky,Albright,Jr,0.60,26,20577
9749,Phillip,Walton,Sr,2.04,4,19133
9750,Laura,Burnette,So,0.06,56,404
9751,Joy,Kidd,So,2.65,74,1860
9752,Emma,Aycock,Fr,2.97,75,7609
9753,Peggy,Hutchinson,So,1.82,12,23931
9754,Frank,Russell,Jr,0.97,19,15228
9755,Michael,Greenberg,So,3.46,81,15053
9756,Nelson,Alford,Sr,2.72,34,18804
9757,Ian,Hedrick,Sr,2.99,6,3132
9758,Jill,Block,Fr,0.80,13,6784
9759,Brad,Barnett,Sr,0.70,74,21656
9760,Dale,Beard,Sr,3.85,71,4283
9761,Katharine,Hill,So,3.25,53,23410
9762,Christina,Bowles,Jr,1.03,69,19624
9763,Lee,Weber,Jr,2.04,62,4552
9764,Clifford,Bradshaw,Sr,3.44,71,9539
9765,Alicia,Stanton,Fr,0.31,78,9785
9766,Karen,Parks,So,0.48,8,15022
9767,Clara,Quinn,Fr,3.90,57,9783
9768,Lorraine,Finch,Fr,3.08,71,6549
9769,Meredith,Marsh,Sr,0.48,31,24541
9770,Jacqueline,Hong,Sr,1.88,76,23973
9771,Sandy,Greene,Sr,2.82,72,20393
9772,Martha,Roach,Fr,0.28,15,19716
9773,Marlene,Lang,Fr,4.00,80,4738
9774,Becky,Murphy,Fr,0.26,13,16246
9775,Kristin,Rosenberg,Sr,2.95,10,12697
9776,Douglas,Hale,Jr,0.10,45,24642
9777,Craig,Floyd,Fr,2.74,70,7418
9778,Milton,Manning,Fr,2.93,78,10734
9779,Stephanie,Hill,So,0.65,41,12128
9780,Mitchell,Graves,Jr,3.25,24,21121
9781,Nicholas,Bailey,Fr,0.11,51,6308
9782,Kristine,Merritt,Sr,3.86,70,20595
9783,Leon,Allison,Fr,0.31,30,1677
9784,Brian,Michael,So,3.55,65,13154
9785,Geraldine,Farmer,So,0.61,37,20054
9786,Seth,Crabtree,Jr,3.28,55,13049
9787,Ronnie,Stern,Fr,3.54,77,4351
9788,Frederick,Crowell,Jr,0.75,9,21576
9789,Christian,Joyner,So,1.29,50,2880
9790,Marsha,Daniel,So,1.94,28,9569
9791,Amy,Meyer,Jr,0.19,26,2707
9792,Theresa,Burch,Sr,2.36,52,3943
9793,Maurice,Schmidt,Fr,3.14,31,16147
9794,Angela,Stout,Jr,2.14,58,5811
9795,Sara,Lyon,Fr,1.63,33,24816
9796,Michelle,Elliott,Jr,3.78,15,7037
9797,Heidi,Willard,Sr,0.12,40,21637
9798,Jan,Boone,Fr,3.49,30,13636
9799,Beth,Hanna,Sr,0.08,45,6235
9800,Susan,Cassidy,Sr,0.39,70,12061
9801,Barry,McAllister,So,2.58,43,17121
9802,Eleanor,Willard,Fr,2.50,41,24669
9803,Ruby,Bradshaw,Fr,1.30,75,14325
9804,Albert,Pickett,So,3.11,22,19387
9805,Jessie,Hurst,Jr,2.50,58,15585
9806,Kimberly,Sims,Jr,3.12,53,19193
9807,Amanda,Weiner,Jr,0.59,11,22933
9808,Charlene,Sykes,Sr,3.79,38,11399
9809,Ben,Knox,Sr,2.16,2,15494
9810,Neil,Sun,Fr,0.04,32,5852
9811,Katie,Ballard,So,3.78,54,12215
9812,Carolyn,Kang,Jr,2.41,29,6793
9813,Frances,Garrison,Fr,1.60,47,10827
9814,Jonathan,Wong,Sr,0.37,66,7837
9815,Kim,McPherson,So,2.31,70,16059
9816,Jacqueline,Bland,So,1.01,32,13492
9817,Brenda,Stephenson,Sr,2.05,6,12196
9818,Dawn,Aldridge,Fr,1.07,80,15126
9819,Bryan,Dickens,Fr,1.62,57,20489
9820,Carole,Khan,Sr,0.74,29,15594
9821,Christian,Roach,So,2.12,14,24045
9822,Victoria,Chang,Sr,1.60,54,1632
9823,Denise,Garner,So,0.35,47,444
9824,Kristine,Holmes,So,0.37,18,16289
9825,Mike,Hendricks,Jr,1.40,42,2494
9826,Joyce,Whitaker,Fr,1.73,23,15378
9827,Floyd,Peele,So,2.86,41,11431
9828,Valerie,Starr,Sr,0.95,81,1526
9829,Joy,Li,Fr,3.90,21,17305
9830,April,Chase,Jr,2.23,83,16375
9831,Erik,Hoffman,Fr,0.46,71,5525
9832,Stacey,Rao,Fr,0.90,35,13052
9833,Kristine,Lee,Jr,3.34,45,11893
9834,Clifford,Powell,So,1.11,6,15161
9835,Gwendolyn,McPherson,Fr,2.72,28,9887
9836,Laurence,Beard,So,3.39,46,20249
9837,Lee,Godwin,So,1.98,12,23597
9838,Karl,Richardson,Fr,1.99,50,15204
9839,Roger,Dawson,Sr,1.55,16,20090
9840,Gina,Gibson,Jr,0.21,51,17772
9841,Maxine,Baird,Fr,1.66,70,2987
9842,Diane,Moss,Jr,2.30,29,9254
9843,Angela,Brantley,Sr,0.14,12,23514
9844,Nelson,Osborne,So,0.79,55,4012
9845,Clyde,McGuire,So,3.44,29,22218
9846,Pauline,Nixon,Jr,0.64,53,18397
9847,Norman,Mercer,Sr,0.23,2,13287
9848,Lillian,Schneider,Fr,0.56,73,7492
9849,Natalie,Boyer,So,1.09,33,3999
9850,Jeremy,Moon,Fr,1.83,80,12098
9851,John,Berry,Sr,3.55,2,19721
9852,Martha,Best,Jr,2.24,72,23933
9853,Caroline,Bryant,Jr,0.15,8,24792
9854,Sandra,Lawson,Sr,2.08,23,1560
9855,Elisabeth,Day,So,3.19,82,3228
9856,Gayle,Ross,Jr,3.27,81,9913
9857,Ruby,Bolton,Fr,3.01,61,23158
9858,Heather,Neal,So,2.35,59,22644
9859,Lester,Horn,Jr,3.79,44,1240
9860,Jacob,Rogers,Sr,2.77,57,20454
9861,Tina,Hewitt,So,1.77,50,11096
9862,Heidi,Kern,Sr,1.04,71,22968
9863,Carlos,Payne,Sr,1.66,27,8742
9864,Rhonda,Hoyle,Fr,2.22,77,17235
9865,Bryan,Barbour,Fr,1.03,4,17044
9866,Laurie,Ford,Sr,2.53,49,14987
9867,Alexandra,Holt,Fr,3.65,22,13290
9868,Joe,Briggs,So,1.42,42,1284
9869,Bruce,Berg,Fr,1.24,35,14840
9870,Kristin,Kramer,Sr,2.51,6,15686
9871,Joel,Roberson,So,3.74,60,17186
9872,Barbara,Cheek,Fr,2.58,7,10420
9873,Derek,Snyder,So,0.42,82,20168
9874,Victor,Tilley,So,1.59,36,17523
9875,Gilbert,Jain,Fr,0.35,70,22735
9876,Dawn,McCormick,So,2.36,65,23625
9877,Patsy,Liu,Jr,1.99,81,2830
9878,Harriet,Harmon,Sr,3.76,68,23094
9879,Craig,Mullen,Fr,2.77,73,22995
9880,Tony,Pickett,So,2.79,76,528
9881,Gayle,Bray,Jr,1.82,9,11279
9882,Kathy,Knox,So,1.72,13,13439
9883,Jeremy,Bray,So,1.74,68,13759
9884,Bernice,Alexander,Sr,0.35,75,11716
9885,Gretchen,Singh,Sr,2.51,30,15878
9886,Marie,Martin,So,2.98,44,18669
9887,Mike,Crowder,Sr,2.50,75,3945
9888,Dan,Hu,So,1.54,22,15805
9889,Amanda,Stern,So,3.19,51,496
9890,Albert,Savage,Jr,0.62,20,3781
9891,Kathryn,Clayton,So,3.88,82,7969
9892,Katie,Barrett,Jr,3.16,6,18129
9893,Gloria,Garrett,So,2.18,69,11861
9894,Sherry,Morris,Jr,3.63,61,8477
9895,Edward,Winstead,So,2.90,67,7473
9896,Clifford,Brennan,So,0.83,39,7747
9897,Kyle,Frost,Fr,1.95,64,8418
9898,Robert,Rosen,Fr,1.90,11,20
9899,Lindsay,Reeves,Jr,2.46,27,8669
9900,Theodore,Ennis,Sr,0.46,1,12418
9901,Carla,Fowler,Fr,0.63,21,10111
9902,Sam,Allison,Fr,3.15,71,10811
9903,Cindy,Chen,Sr,0.17,24,1347
9904,Jon,Wise,Jr,3.86,78,11357
9905,Rick,Mayo,Jr,0.99,35,7410
9906,Kyle,Dougherty,So,3.04,28,376
9907,Colleen,McKinney,Fr,2.43,2,17362
9908,Crystal,Alford,Sr,1.89,73,1312
9909,Melvin,McKinney,Jr,3.03,76,15442
9910,Faye,Rogers,Jr,2.21,10,5437
9911,Erika,Russell,Fr,0.88,63,24014
9912,Laura,Silverman,Sr,1.66,26,9281
9913,Jeffrey,Woodward,Fr,0.65,46,14729
9914,Erin,Keller,Jr,3.44,52,2828
9915,Vivian,Baird,Jr,2.01,62,18159
9916,Kristen,Parrott,Fr,3.11,3,7906
9917,Randy,Frederick,Jr,2.80,62,16642
9918,Marian,Duncan,Fr,1.78,36,16101
9919,Arlene,Bullard,So,2.43,75,17190
9920,Paula,Anderson,So,0.94,83,5701
9921,Alexandra,Reeves,Jr,3.18,37,8397
9922,Florence,Frost,Fr,3.74,17,8021
9923,Jean,Pierce,Jr,2.36,11,1678
9924,Deborah,Heller,So,2.96,37,1520
9925,Louis,Raynor,Fr,3.05,11,8464
9926,Carla,Schwarz,Fr,0.95,53,9831
9927,Florence,Rosenberg,Jr,0.25,21,82
9928,Rebecca,Blanton,So,3.17,19,7695
9929,Malcolm,Stallings,Fr,1.30,58,21382
9930,Brooke,Meadows,So,2.04,76,2049
9931,Bonnie,Vaughn,Jr,2.32,57,777
9932,William,Beach,So,3.47,4,886
9933,Toni,Sharpe,So,1.19,40,1958
9934,Arlene,Barbour,Jr,1.00,38,630
9935,Jean,Yang,So,1.95,20,9003
9936,Alfred,Pollock,Fr,2.00,11,18477
9937,Teresa,Marshall,Fr,3.16,21,6615
9938,Nancy,Garcia,Fr,2.19,62,3807
9939,Fred,Hensley,Fr,2.08,69,2874
9940,Cathy,Burch,Jr,2.34,36,21193
9941,Brian,Henson,Sr,2.95,43,9369
9942,Yvonne,Glover,Jr,2.14,78,24084
9943,Jordan,McLamb,Fr,1.05,5,18823
9944,Howard,Richards,So,0.88,41,4639
9945,Steve,Brantley,Jr,3.80,59,9794
9946,Seth,Decker,So,0.65,41,15203
9947,Carolyn,Riggs,Jr,0.66,70,2933
9948,Lynne,Martinez,Sr,1.12,26,18655
9949,Lucy,Riley,Fr,3.89,33,6445
9950,Sharon,Pridgen,Sr,0.84,79,22941
9951,Renee,Adcock,Sr,0.64,37,18579
